|table_name|chunk_id|column_id|    column_name|column_data_type|distinct_value_count|encoding_type|vector_compression_type|size_in_bytes|point_accesses|sequential_accesses|monotonic_accesses|random_accesses|dictionary_accesses|
|  lineitem|      59|       12|  l_receiptdate|          string|                  57|   Dictionary|  FixedSize1ByteAligned|        67943|             0|              65535|           5741508|         926219|            5811531|
|  lineitem|      59|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             25541|              0|              69935|
|  lineitem|      59|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           24575625|            590452|              0|             493312|
|  lineitem|      59|       15|      l_comment|          string|               63705|   Dictionary|  FixedSize2ByteAligned|      4313422|             0|              65535|                 0|              0|              65535|
|  lineitem|      60|        0|     l_orderkey|             int|               45115|    TurboPFOR|                   NULL|       181624|             0|          101120505|           6695119|        4198256|                  0|
|  lineitem|      60|        1|      l_partkey|             int|               55884|    TurboPFOR|                   NULL|       149206|             0|          248000140|            732525|         782166|                  0|
|  lineitem|      60|        2|      l_suppkey|             int|                9994|    TurboPFOR|                   NULL|       116438|             0|           76713083|            823337|        7522045|                  0|
|  lineitem|      60|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      60|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1702|           10682205|          26127333|         597440|           11047483|
|  lineitem|      60|        5|l_extendedprice|           float|               63059|   Dictionary|  FixedSize2ByteAligned|       383402|             0|           32345888|          12090861|        3020442|           44436749|
|  lineitem|      60|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          158042018|          12090861|        3012001|           44452093|
|  lineitem|      60|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      60|        8|   l_returnflag|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      60|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      60|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           37748160|           2205098|         154226|           39991718|
|  lineitem|      60|       11|   l_commitdate|          string|                 205|   Dictionary|  FixedSize1ByteAligned|        73863|             0|              65535|           7903604|         928756|            7969139|
|  lineitem|      60|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5698506|         928756|            5768529|
|  lineitem|      60|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             24294|              0|              69935|
|  lineitem|      60|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           24575625|            600024|              0|             496472|
|  lineitem|      60|       15|      l_comment|          string|               63640|   Dictionary|  FixedSize2ByteAligned|      4313505|             0|              65535|                 0|              0|              65535|
|  lineitem|      61|        0|     l_orderkey|             int|               44992|    TurboPFOR|                   NULL|       181589|             0|          101120505|           6696083|        4200842|                  0|
|  lineitem|      61|        1|      l_partkey|             int|               55826|    TurboPFOR|                   NULL|       149206|             0|          248447181|            731015|         766653|                  0|
|  lineitem|      61|        2|      l_suppkey|             int|                9983|    TurboPFOR|                   NULL|       116438|             0|           78108307|            821998|        7505090|                  0|
|  lineitem|      61|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      61|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1591|           10682205|          26027701|         597890|           11044225|
|  lineitem|      61|        5|l_extendedprice|           float|               63094|   Dictionary|  FixedSize2ByteAligned|       383542|             0|           33741112|          12017072|        3467036|           45758184|
|  lineitem|      61|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          159437242|          12017072|        3458465|           45773528|
|  lineitem|      61|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      61|        8|   l_returnflag|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      61|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      61|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           39779745|           2210577|         154729|           42028782|
|  lineitem|      61|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|           7913652|         930005|            7979187|
|  lineitem|      61|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5703075|         930005|            5773098|
|  lineitem|      61|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             24110|              0|              69935|
|  lineitem|      61|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           24575625|            593858|              0|             500224|
|  lineitem|      61|       15|      l_comment|          string|               63777|   Dictionary|  FixedSize2ByteAligned|      4323414|             0|              65535|                 0|              0|              65535|
|  lineitem|      62|        0|     l_orderkey|             int|               45018|    TurboPFOR|                   NULL|       181781|             0|          101120505|           6684920|        4218977|                  0|
|  lineitem|      62|        1|      l_partkey|             int|               55893|    TurboPFOR|                   NULL|       149206|             0|          248154795|            733013|         755249|                  0|
|  lineitem|      62|        2|      l_suppkey|             int|                9985|    TurboPFOR|                   NULL|       116438|             0|           78966199|            821707|        7540946|                  0|
|  lineitem|      62|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      62|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1612|           10682205|          25973677|         600361|           11049238|
|  lineitem|      62|        5|l_extendedprice|           float|               63005|   Dictionary|  FixedSize2ByteAligned|       383186|             0|           34599004|          12047960|        3177129|           46646964|
|  lineitem|      62|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          160295134|          12047960|        3168700|           46662308|
|  lineitem|      62|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      62|        8|   l_returnflag|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      62|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      62|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           41614725|           2208258|         154052|           43861443|
|  lineitem|      62|       11|   l_commitdate|          string|                 205|   Dictionary|  FixedSize1ByteAligned|        73863|             0|              65535|           7938415|         933217|            8003950|
|  lineitem|      62|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5730157|         933217|            5800180|
|  lineitem|      62|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             26198|              0|              69935|
|  lineitem|      62|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           24575625|            597082|              0|             502816|
|  lineitem|      62|       15|      l_comment|          string|               63713|   Dictionary|  FixedSize2ByteAligned|      4312865|             0|              65535|                 0|              0|              65535|
|  lineitem|      63|        0|     l_orderkey|             int|               44838|    TurboPFOR|                   NULL|       181613|             0|          101120505|           6691177|        4192708|                  0|
|  lineitem|      63|        1|      l_partkey|             int|               55841|    TurboPFOR|                   NULL|       149206|             0|          247769835|            734233|         745620|                  0|
|  lineitem|      63|        2|      l_suppkey|             int|                9990|    TurboPFOR|                   NULL|       116438|             0|           78666465|            824335|        7190078|                  0|
|  lineitem|      63|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      63|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1583|           10682205|          26092574|         600704|           11049571|
|  lineitem|      63|        5|l_extendedprice|           float|               63121|   Dictionary|  FixedSize2ByteAligned|       383650|             0|           34299270|          12089087|        2791742|           46388357|
|  lineitem|      63|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          159995400|          12089087|        2783208|           46403701|
|  lineitem|      63|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      63|        8|   l_returnflag|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      63|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      63|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           39386535|           2206416|         153785|           41631411|
|  lineitem|      63|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|           7962057|         932878|            8027592|
|  lineitem|      63|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5755641|         932878|            5825664|
|  lineitem|      63|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             27098|              0|              69935|
|  lineitem|      63|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           24575625|            598193|              0|             494684|
|  lineitem|      63|       15|      l_comment|          string|               63727|   Dictionary|  FixedSize2ByteAligned|      4321181|             0|              65535|                 0|              0|              65535|
|  lineitem|      64|        0|     l_orderkey|             int|               45120|    TurboPFOR|                   NULL|       181714|             0|          101120505|           6777296|        4200551|                  0|
|  lineitem|      64|        1|      l_partkey|             int|               55908|    TurboPFOR|                   NULL|       149206|             0|          248096079|            733637|         732834|                  0|
|  lineitem|      64|        2|      l_suppkey|             int|                9991|    TurboPFOR|                   NULL|       116438|             0|           77532546|            827841|        7132258|                  0|
|  lineitem|      64|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      64|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1494|           10682205|          26058518|         599374|           11047177|
|  lineitem|      64|        5|l_extendedprice|           float|               63104|   Dictionary|  FixedSize2ByteAligned|       383582|             0|           33165351|          12136891|        3116938|           45302242|
|  lineitem|      64|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          158861481|          12136891|        3108452|           45317586|
|  lineitem|      64|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      64|        8|   l_returnflag|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      64|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      64|       10|     l_shipdate|          string|                  28|   Dictionary|  FixedSize1ByteAligned|        66783|             0|           40107420|           2230868|         153950|           42376748|
|  lineitem|      64|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|           7950932|         934634|            8016467|
|  lineitem|      64|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5720064|         934634|            5790087|
|  lineitem|      64|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             26245|              0|              69935|
|  lineitem|      64|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           24575625|            606279|              0|             509229|
|  lineitem|      64|       15|      l_comment|          string|               63736|   Dictionary|  FixedSize2ByteAligned|      4323075|             0|              65535|                 0|              0|              65535|
|  lineitem|      65|        0|     l_orderkey|             int|               45098|    TurboPFOR|                   NULL|       181545|             0|          101120505|           6743071|        4216091|                  0|
|  lineitem|      65|        1|      l_partkey|             int|               55800|    TurboPFOR|                   NULL|       149206|             0|          248701085|            733426|         720957|                  0|
|  lineitem|      65|        2|      l_suppkey|             int|                9987|    TurboPFOR|                   NULL|       116438|             0|           77191750|            826127|        6737032|                  0|
|  lineitem|      65|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      65|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1514|           10682205|          25872119|         598570|           11046380|
|  lineitem|      65|        5|l_extendedprice|           float|               63019|   Dictionary|  FixedSize2ByteAligned|       383242|             0|           32824555|          11932684|        3722715|           44757239|
|  lineitem|      65|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          158520685|          11932684|        3714339|           44772583|
|  lineitem|      65|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      65|        8|   l_returnflag|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      65|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      65|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           38075835|           2216137|         154490|           40330432|
|  lineitem|      65|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|           7889175|         932020|            7954710|
|  lineitem|      65|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5673038|         932020|            5743061|
|  lineitem|      65|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             26043|              0|              69935|
|  lineitem|      65|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           24575625|            596913|              0|             501098|
|  lineitem|      65|       15|      l_comment|          string|               63745|   Dictionary|  FixedSize2ByteAligned|      4318927|             0|              65535|                 0|              0|              65535|
|  lineitem|      66|        0|     l_orderkey|             int|               45064|    TurboPFOR|                   NULL|       181674|             0|          101120505|           6662522|        4198687|                  0|
|  lineitem|      66|        1|      l_partkey|             int|               55943|    TurboPFOR|                   NULL|       149206|             0|          247656765|            732586|         712302|                  0|
|  lineitem|      66|        2|      l_suppkey|             int|                9993|    TurboPFOR|                   NULL|       116438|             0|           75103110|            821819|        7177746|                  0|
|  lineitem|      66|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      66|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1675|           10682205|          26013870|         599661|           11048406|
|  lineitem|      66|        5|l_extendedprice|           float|               63059|   Dictionary|  FixedSize2ByteAligned|       383402|             0|           30735915|          12009712|        2677832|           42745627|
|  lineitem|      66|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          156432045|          12009712|        2669700|           42760971|
|  lineitem|      66|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      66|        8|   l_returnflag|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      66|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      66|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           27000420|           2205763|         154410|           29244643|
|  lineitem|      66|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|           7867971|         929007|            7933506|
|  lineitem|      66|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|          12684130|         929007|            5736743|
|  lineitem|      66|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             24787|              0|              69935|
|  lineitem|      66|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           49216785|            441607|         150917|             346321|
|  lineitem|      66|       15|      l_comment|          string|               63698|   Dictionary|  FixedSize2ByteAligned|      4313441|             0|              65535|                 0|              0|              65535|
|  lineitem|      67|        0|     l_orderkey|             int|               44908|    TurboPFOR|                   NULL|       181724|           426|          101120505|           6622577|        3946821|                  0|
|  lineitem|      67|        1|      l_partkey|             int|               55780|    TurboPFOR|                   NULL|       149206|             0|          275215471|            732629|         877744|                  0|
|  lineitem|      67|        2|      l_suppkey|             int|                9980|    TurboPFOR|                   NULL|       116438|             0|           75423522|           1118097|        7155119|                  0|
|  lineitem|      67|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      67|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1437|           10682205|          52582580|         598581|           11057635|
|  lineitem|      67|        5|l_extendedprice|           float|               63050|   Dictionary|  FixedSize2ByteAligned|       383366|             0|           31056327|          12411610|        2709777|           43467937|
|  lineitem|      67|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          285987477|          12411610|        2701466|           43499057|
|  lineitem|      67|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      67|        8|   l_returnflag|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      67|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      67|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           40959375|          27737113|          28363|           37811274|
|  lineitem|      67|       11|   l_commitdate|          string|                 203|   Dictionary|  FixedSize1ByteAligned|        73783|             0|              65535|           7938908|         930857|            8004443|
|  lineitem|      67|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|          12732377|         930857|            5784899|
|  lineitem|      67|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             25887|              0|              69935|
|  lineitem|      67|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           49216785|            597515|            375|             502071|
|  lineitem|      67|       15|      l_comment|          string|               63718|   Dictionary|  FixedSize2ByteAligned|      4321990|             0|              65535|                 0|              0|              65535|
|  lineitem|      68|        0|     l_orderkey|             int|               44933|    TurboPFOR|                   NULL|       181802|             0|          101120505|           2769541|        3859764|                  0|
|  lineitem|      68|        1|      l_partkey|             int|               55826|    TurboPFOR|                   NULL|       149206|             0|          247763600|            731832|         895523|                  0|
|  lineitem|      68|        2|      l_suppkey|             int|                9992|    TurboPFOR|                   NULL|       116438|             0|           26774130|            817142|        7016790|                  0|
|  lineitem|      68|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      68|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1712|           10682205|          26687595|         599748|           11048311|
|  lineitem|      68|        5|l_extendedprice|           float|               62973|   Dictionary|  FixedSize2ByteAligned|       383058|             0|           30509625|          12417112|        2746490|           42926737|
|  lineitem|      68|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          159744645|          12417112|        2737882|           42942513|
|  lineitem|      68|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      68|        8|   l_returnflag|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      68|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      68|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           36109785|           2221071|              0|           38355156|
|  lineitem|      68|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|           8022345|         927959|            8087880|
|  lineitem|      68|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5801274|         927959|            5871321|
|  lineitem|      68|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             24287|              0|              69935|
|  lineitem|      68|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           24706695|            588398|              0|             492447|
|  lineitem|      68|       15|      l_comment|          string|               63749|   Dictionary|  FixedSize2ByteAligned|      4318858|             0|              65535|                 0|              0|              65535|
|  lineitem|      69|        0|     l_orderkey|             int|               44992|    TurboPFOR|                   NULL|       181810|             0|          101120505|           2898426|        3863288|                  0|
|  lineitem|      69|        1|      l_partkey|             int|               55866|    TurboPFOR|                   NULL|       149206|             0|          248117145|            732373|         870472|                  0|
|  lineitem|      69|        2|      l_suppkey|             int|                9989|    TurboPFOR|                   NULL|       116438|             0|           26593555|            818410|        6914704|                  0|
|  lineitem|      69|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      69|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1754|           10682205|          26755913|         598850|           11046732|
|  lineitem|      69|        5|l_extendedprice|           float|               63038|   Dictionary|  FixedSize2ByteAligned|       383318|             0|           30329050|          12338100|        3086714|           42667150|
|  lineitem|      69|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          159564070|          12338100|        3078573|           42682926|
|  lineitem|      69|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      69|        8|   l_returnflag|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      69|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      69|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           35782110|           2225182|              0|           38031592|
|  lineitem|      69|       11|   l_commitdate|          string|                 203|   Dictionary|  FixedSize1ByteAligned|        73783|             0|              65535|           8128204|         927093|            8193739|
|  lineitem|      69|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5903022|         927093|            5973069|
|  lineitem|      69|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             25579|              0|              69935|
|  lineitem|      69|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           24706695|            588671|              0|             494319|
|  lineitem|      69|       15|      l_comment|          string|               63677|   Dictionary|  FixedSize2ByteAligned|      4323094|             0|              65535|                 0|              0|              65535|
|  lineitem|      70|        0|     l_orderkey|             int|               44794|    TurboPFOR|                   NULL|       181798|             0|          101120505|           3035489|        3838311|                  0|
|  lineitem|      70|        1|      l_partkey|             int|               55698|    TurboPFOR|                   NULL|       149206|             0|          248033418|            731695|         849722|                  0|
|  lineitem|      70|        2|      l_suppkey|             int|                9987|    TurboPFOR|                   NULL|       116438|             0|           26959572|            820169|        6858917|                  0|
|  lineitem|      70|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      70|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1334|           10682205|          26699574|         599073|           11047954|
|  lineitem|      70|        5|l_extendedprice|           float|               63188|   Dictionary|  FixedSize2ByteAligned|       383918|             0|           30695067|          12353332|        2990157|           43048399|
|  lineitem|      70|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          159930087|          12353332|        2981879|           43064175|
|  lineitem|      70|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      70|        8|   l_returnflag|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      70|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      70|       10|     l_shipdate|          string|                  28|   Dictionary|  FixedSize1ByteAligned|        66783|             0|           36437460|           2230296|              0|           38692056|
|  lineitem|      70|       11|   l_commitdate|          string|                 203|   Dictionary|  FixedSize1ByteAligned|        73783|             0|              65535|           8195983|         932267|            8261518|
|  lineitem|      70|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5965687|         932267|            6035734|
|  lineitem|      70|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             24997|              0|              69935|
|  lineitem|      70|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           24706695|            604037|              0|             500537|
|  lineitem|      70|       15|      l_comment|          string|               63754|   Dictionary|  FixedSize2ByteAligned|      4317798|             0|              65535|                 0|              0|              65535|
|  lineitem|      71|        0|     l_orderkey|             int|               44881|    TurboPFOR|                   NULL|       181577|             5|          101120505|           3049070|        3841270|                  0|
|  lineitem|      71|        1|      l_partkey|             int|               55894|    TurboPFOR|                   NULL|       149206|             0|          247553676|            730279|         828818|                  0|
|  lineitem|      71|        2|      l_suppkey|             int|                9982|    TurboPFOR|                   NULL|       116438|             0|           27343681|            816434|        6615818|                  0|
|  lineitem|      71|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      71|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1780|           10682205|          26772136|         597232|           11046561|
|  lineitem|      71|        5|l_extendedprice|           float|               63060|   Dictionary|  FixedSize2ByteAligned|       383406|             0|           31079176|          12428814|        2498256|           43507990|
|  lineitem|      71|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          160314196|          12428814|        2489682|           43523766|
|  lineitem|      71|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      71|        8|   l_returnflag|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      71|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      71|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           35913180|           2226230|              0|           38163710|
