|table_name|chunk_id|column_id|    column_name|column_data_type|distinct_value_count|encoding_type|vector_compression_type|size_in_bytes|point_accesses|sequential_accesses|monotonic_accesses|random_accesses|dictionary_accesses|
|  lineitem|      28|       15|      l_comment|          string|               63711|   Dictionary|  FixedSize2ByteAligned|      4311261|             0|              65535|                 0|              0|              65535|
|  lineitem|      29|        0|     l_orderkey|             int|               45099|    TurboPFOR|                   NULL|       181759|             0|           90634905|           4170227|        3920371|                  0|
|  lineitem|      29|        1|      l_partkey|             int|               56032|    TurboPFOR|                   NULL|       149206|             0|          249624484|            746579|         845380|                  0|
|  lineitem|      29|        2|      l_suppkey|             int|                9983|    TurboPFOR|                   NULL|       116438|             0|           28924301|            838887|        6679308|                  0|
|  lineitem|      29|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      29|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1611|           10682205|          26907547|         600410|           11061079|
|  lineitem|      29|        5|l_extendedprice|           float|               63020|   Dictionary|  FixedSize2ByteAligned|       383246|             0|           32659796|          12925373|        4543450|           45585169|
|  lineitem|      29|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          162288026|          12925373|        4535026|           45600993|
|  lineitem|      29|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      29|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5898150|           3203109|              0|            5898483|
|  lineitem|      29|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      29|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           40369560|           2369206|              0|           42763316|
|  lineitem|      29|       11|   l_commitdate|          string|                 203|   Dictionary|  FixedSize1ByteAligned|        73783|             0|              65535|           7802499|         930420|            7868034|
|  lineitem|      29|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5433293|         930420|            5503628|
|  lineitem|      29|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             26869|              0|              69935|
|  lineitem|      29|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           26279535|            627405|              0|             526730|
|  lineitem|      29|       15|      l_comment|          string|               63784|   Dictionary|  FixedSize2ByteAligned|      4322542|             0|              65535|                 0|              0|              65535|
|  lineitem|      30|        0|     l_orderkey|             int|               45001|    TurboPFOR|                   NULL|       181835|             0|           90634905|           3952221|        3905676|                  0|
|  lineitem|      30|        1|      l_partkey|             int|               55944|    TurboPFOR|                   NULL|       149206|             0|          249688350|            744477|         822526|                  0|
|  lineitem|      30|        2|      l_suppkey|             int|                9987|    TurboPFOR|                   NULL|       116438|             0|           29818425|            835865|        7157957|                  0|
|  lineitem|      30|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      30|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1630|           10682205|          26934830|         597727|           11058341|
|  lineitem|      30|        5|l_extendedprice|           float|               63056|   Dictionary|  FixedSize2ByteAligned|       383390|             0|           33553920|          13086595|        4284065|           46640515|
|  lineitem|      30|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          163182150|          13086595|        4275610|           46656339|
|  lineitem|      30|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      30|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5898150|           2893992|              0|            5898528|
|  lineitem|      30|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      30|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           30735915|           2367416|              0|           33127881|
|  lineitem|      30|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|           7812623|         929146|            7878158|
|  lineitem|      30|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5445207|         929146|            5515542|
|  lineitem|      30|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             24985|              0|              69935|
|  lineitem|      30|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           26279535|            609462|              0|             517693|
|  lineitem|      30|       15|      l_comment|          string|               63841|   Dictionary|  FixedSize2ByteAligned|      4327261|             0|              65535|                 0|              0|              65535|
|  lineitem|      31|        0|     l_orderkey|             int|               44982|    TurboPFOR|                   NULL|       181629|             0|           90634905|           3899600|        3918990|                  0|
|  lineitem|      31|        1|      l_partkey|             int|               55803|    TurboPFOR|                   NULL|       149206|             0|          249134130|            745546|         808454|                  0|
|  lineitem|      31|        2|      l_suppkey|             int|                9984|    TurboPFOR|                   NULL|       116438|             0|           29541315|            837491|        7192178|                  0|
|  lineitem|      31|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      31|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1784|           10682205|          26859315|         601209|           11062223|
|  lineitem|      31|        5|l_extendedprice|           float|               63051|   Dictionary|  FixedSize2ByteAligned|       383370|             0|           33276810|          13210821|        3441030|           46487631|
|  lineitem|      31|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          162905040|          13210821|        3432302|           46503455|
|  lineitem|      31|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      31|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5898150|           2650487|              0|            5898519|
|  lineitem|      31|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      31|       10|     l_shipdate|          string|                  28|   Dictionary|  FixedSize1ByteAligned|        66783|             0|           39845280|           2369134|              0|           42238964|
|  lineitem|      31|       11|   l_commitdate|          string|                 205|   Dictionary|  FixedSize1ByteAligned|        73863|             0|              65535|           7928181|         929471|            7993716|
|  lineitem|      31|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5559047|         929471|            5629382|
|  lineitem|      31|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             25969|              0|              69935|
|  lineitem|      31|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           26279535|            620340|              0|             526341|
|  lineitem|      31|       15|      l_comment|          string|               63716|   Dictionary|  FixedSize2ByteAligned|      4319290|             0|              65535|                 0|              0|              65535|
|  lineitem|      32|        0|     l_orderkey|             int|               44940|    TurboPFOR|                   NULL|       181508|             0|           90634905|           3957269|        3906263|                  0|
|  lineitem|      32|        1|      l_partkey|             int|               55918|    TurboPFOR|                   NULL|       149206|             0|          249448305|            745623|         791740|                  0|
|  lineitem|      32|        2|      l_suppkey|             int|                9986|    TurboPFOR|                   NULL|       116438|             0|           28937010|            840321|        7079265|                  0|
|  lineitem|      32|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      32|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1864|           10682205|          26883475|         598564|           11062636|
|  lineitem|      32|        5|l_extendedprice|           float|               63126|   Dictionary|  FixedSize2ByteAligned|       383670|             0|           32672505|          13357661|        3590011|           46030166|
|  lineitem|      32|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          162300735|          13357661|        3581666|           46045990|
|  lineitem|      32|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      32|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5898150|           2577118|              0|            5898486|
|  lineitem|      32|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      32|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           38862255|           2369769|              0|           41256574|
|  lineitem|      32|       11|   l_commitdate|          string|                 205|   Dictionary|  FixedSize1ByteAligned|        73863|             0|              65535|           8100399|         930334|            8165934|
|  lineitem|      32|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5730630|         930334|            5800965|
|  lineitem|      32|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             26735|              0|              69935|
|  lineitem|      32|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           26279535|            620738|              0|             521773|
|  lineitem|      32|       15|      l_comment|          string|               63686|   Dictionary|  FixedSize2ByteAligned|      4317530|             0|              65535|                 0|              0|              65535|
|  lineitem|      33|        0|     l_orderkey|             int|               45045|    TurboPFOR|                   NULL|       181944|             0|           90634905|           4045980|        3928636|                  0|
|  lineitem|      33|        1|      l_partkey|             int|               55869|    TurboPFOR|                   NULL|       149206|             0|          249967755|            745802|         777433|                  0|
|  lineitem|      33|        2|      l_suppkey|             int|                9989|    TurboPFOR|                   NULL|       116438|             0|           27428052|            836638|        6907588|                  0|
|  lineitem|      33|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      33|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1745|           10682205|          26860476|         598239|           11063152|
|  lineitem|      33|        5|l_extendedprice|           float|               63047|   Dictionary|  FixedSize2ByteAligned|       383354|             0|           31163547|          13417759|        4022343|           44581306|
|  lineitem|      33|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          160791777|          13417759|        4014131|           44597130|
|  lineitem|      33|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      33|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5898150|           2555589|              0|            5898504|
|  lineitem|      33|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      33|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           38337975|           2361272|              0|           40723797|
|  lineitem|      33|       11|   l_commitdate|          string|                 203|   Dictionary|  FixedSize1ByteAligned|        73783|             0|              65535|           8242194|         925123|            8307729|
|  lineitem|      33|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5880922|         925123|            5951257|
|  lineitem|      33|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             24009|              0|              69935|
|  lineitem|      33|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           26279535|            622948|              0|             523250|
|  lineitem|      33|       15|      l_comment|          string|               63750|   Dictionary|  FixedSize2ByteAligned|      4317920|             0|              65535|                 0|              0|              65535|
|  lineitem|      34|        0|     l_orderkey|             int|               44935|    TurboPFOR|                   NULL|       181619|             0|           90634905|           4237856|        3928880|                  0|
|  lineitem|      34|        1|      l_partkey|             int|               55932|    TurboPFOR|                   NULL|       149206|             0|          250117249|            747858|         764149|                  0|
|  lineitem|      34|        2|      l_suppkey|             int|                9982|    TurboPFOR|                   NULL|       116438|             0|           25842763|            840506|        6906021|                  0|
|  lineitem|      34|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      34|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1863|           10682205|          26986124|         598874|           11061421|
|  lineitem|      34|        5|l_extendedprice|           float|               63119|   Dictionary|  FixedSize2ByteAligned|       383642|             0|           29578258|          13394561|        4265208|           42972819|
|  lineitem|      34|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          159206488|          13394561|        4256951|           42988643|
|  lineitem|      34|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      34|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5898150|           2709759|              0|            5898477|
|  lineitem|      34|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      34|       10|     l_shipdate|          string|                  28|   Dictionary|  FixedSize1ByteAligned|        66783|             0|           36437460|           2364497|              0|           38826507|
|  lineitem|      34|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|           8296288|         927593|            8361823|
|  lineitem|      34|       12|  l_receiptdate|          string|                  57|   Dictionary|  FixedSize1ByteAligned|        67943|             0|              65535|           5931791|         927593|            6002126|
|  lineitem|      34|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             25382|              0|              69935|
|  lineitem|      34|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           26279535|            619425|              0|             523199|
|  lineitem|      34|       15|      l_comment|          string|               63806|   Dictionary|  FixedSize2ByteAligned|      4325905|             0|              65535|                 0|              0|              65535|
|  lineitem|      35|        0|     l_orderkey|             int|               44875|    TurboPFOR|                   NULL|       181504|             0|           90634905|           4332142|        3911215|                  0|
|  lineitem|      35|        1|      l_partkey|             int|               55892|    TurboPFOR|                   NULL|       149206|             0|          249502212|            747200|         751993|                  0|
|  lineitem|      35|        2|      l_suppkey|             int|                9978|    TurboPFOR|                   NULL|       116438|             0|           25351578|            840184|        7053681|                  0|
|  lineitem|      35|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      35|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1983|           10682205|          26764035|         598508|           11064270|
|  lineitem|      35|        5|l_extendedprice|           float|               63070|   Dictionary|  FixedSize2ByteAligned|       383446|             0|           29087073|          13226613|        3760667|           42313686|
|  lineitem|      35|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          158715303|          13226613|        3752265|           42329510|
|  lineitem|      35|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      35|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5898150|           2845341|              0|            5898474|
|  lineitem|      35|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      35|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           35388900|           2363991|              0|           37777441|
|  lineitem|      35|       11|   l_commitdate|          string|                 203|   Dictionary|  FixedSize1ByteAligned|        73783|             0|              65535|           8281379|         929568|            8346914|
|  lineitem|      35|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5917388|         929568|            5987723|
|  lineitem|      35|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             25861|              0|              69935|
|  lineitem|      35|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           26279535|            609346|              0|             513614|
|  lineitem|      35|       15|      l_comment|          string|               63752|   Dictionary|  FixedSize2ByteAligned|      4321981|             0|              65535|                 0|              0|              65535|
|  lineitem|      36|        0|     l_orderkey|             int|               44952|    TurboPFOR|                   NULL|       181822|             0|           90634905|           4375624|        3915136|                  0|
|  lineitem|      36|        1|      l_partkey|             int|               55884|    TurboPFOR|                   NULL|       149206|             0|          248285226|            745628|         737643|                  0|
|  lineitem|      36|        2|      l_suppkey|             int|                9983|    TurboPFOR|                   NULL|       116438|             0|           26684502|            840434|        6634341|                  0|
|  lineitem|      36|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      36|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1907|           10682205|          26911241|         596742|           11062924|
|  lineitem|      36|        5|l_extendedprice|           float|               63042|   Dictionary|  FixedSize2ByteAligned|       383334|             0|           30419997|          13309262|        2664055|           43729259|
|  lineitem|      36|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          160048227|          13309262|        2655749|           43745083|
|  lineitem|      36|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      36|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5898150|           2893593|              0|            5898447|
|  lineitem|      36|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      36|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           36568530|           2381057|              0|           38974137|
|  lineitem|      36|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|           8231680|         928150|            8297215|
|  lineitem|      36|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|           5850623|         928150|            5920958|
|  lineitem|      36|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             25505|              0|              69935|
|  lineitem|      36|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           26279535|            631046|              0|             532348|
|  lineitem|      36|       15|      l_comment|          string|               63827|   Dictionary|  FixedSize2ByteAligned|      4324596|             0|              65535|                 0|              0|              65535|
|  lineitem|      37|        0|     l_orderkey|             int|               44816|    TurboPFOR|                   NULL|       181730|             0|           90634905|           4260759|        3932996|                  0|
|  lineitem|      37|        1|      l_partkey|             int|               55883|    TurboPFOR|                   NULL|       149206|             0|          249491745|            746489|         728510|                  0|
|  lineitem|      37|        2|      l_suppkey|             int|                9985|    TurboPFOR|                   NULL|       116438|             0|           29097540|            840065|        7042298|                  0|
|  lineitem|      37|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      37|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1488|           10682205|          26984032|         599815|           11061420|
|  lineitem|      37|        5|l_extendedprice|           float|               62983|   Dictionary|  FixedSize2ByteAligned|       383098|             0|           32833035|          13143585|        3990280|           45976620|
|  lineitem|      37|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          162461265|          13143585|        3981864|           45992444|
|  lineitem|      37|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      37|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5898150|           2886378|              0|            5898456|
|  lineitem|      37|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      37|       10|     l_shipdate|          string|                  28|   Dictionary|  FixedSize1ByteAligned|        66783|             0|           29818425|           2379155|              0|           32222130|
|  lineitem|      37|       11|   l_commitdate|          string|                 204|   Dictionary|  FixedSize1ByteAligned|        73823|             0|              65535|           8159980|         932977|            8225515|
|  lineitem|      37|       12|  l_receiptdate|          string|                  57|   Dictionary|  FixedSize1ByteAligned|        67943|             0|              65535|           5780825|         932977|            5851160|
|  lineitem|      37|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             26092|              0|              69935|
|  lineitem|      37|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           26279535|            622432|              0|             529203|
|  lineitem|      37|       15|      l_comment|          string|               63679|   Dictionary|  FixedSize2ByteAligned|      4313582|             0|              65535|                 0|              0|              65535|
|  lineitem|      38|        0|     l_orderkey|             int|               45028|    TurboPFOR|                   NULL|       181703|             0|           90634905|           4083355|        3936296|                  0|
|  lineitem|      38|        1|      l_partkey|             int|               55796|    TurboPFOR|                   NULL|       149206|             0|          249084275|            746291|         719076|                  0|
|  lineitem|      38|        2|      l_suppkey|             int|                9983|    TurboPFOR|                   NULL|       116438|             0|           31193100|            837912|        7267017|                  0|
|  lineitem|      38|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      38|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1725|           10682205|          26863087|         600257|           11062006|
|  lineitem|      38|        5|l_extendedprice|           float|               63044|   Dictionary|  FixedSize2ByteAligned|       383342|             0|           34928595|          12996438|        3684223|           47925033|
|  lineitem|      38|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          164556825|          12996438|        3675929|           47940857|
|  lineitem|      38|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      38|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5898150|           2850482|              0|            5898507|
|  lineitem|      38|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      38|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           40041885|           2256470|              0|           42322905|
|  lineitem|      38|       11|   l_commitdate|          string|                 202|   Dictionary|  FixedSize1ByteAligned|        73743|             0|              65535|           7905833|         930758|            7971368|
|  lineitem|      38|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|          12745431|         930758|            5723994|
|  lineitem|      38|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             25958|              0|              69935|
|  lineitem|      38|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|             0|           49741065|            495651|          98274|             400447|
|  lineitem|      38|       15|      l_comment|          string|               63787|   Dictionary|  FixedSize2ByteAligned|      4320226|             0|              65535|                 0|              0|              65535|
|  lineitem|      39|        0|     l_orderkey|             int|               44906|    TurboPFOR|                   NULL|       181664|            98|           90634905|           7905023|        4144605|                  0|
|  lineitem|      39|        1|      l_partkey|             int|               55693|    TurboPFOR|                   NULL|       149206|             0|          276660132|            743149|         867051|                  0|
|  lineitem|      39|        2|      l_suppkey|             int|                9987|    TurboPFOR|                   NULL|       116438|             0|           78997026|           1139631|        7542642|                  0|
|  lineitem|      39|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      39|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1587|           10682205|          52949812|         599515|           11068472|
|  lineitem|      39|        5|l_extendedprice|           float|               63049|   Dictionary|  FixedSize2ByteAligned|       383362|             0|           34629831|          12783870|        3891907|           47413701|
|  lineitem|      39|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          291920241|          12783870|        3883214|           47445109|
|  lineitem|      39|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      39|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5898150|           2775096|              0|            5898462|
|  lineitem|      39|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      39|       10|     l_shipdate|          string|                  27|   Dictionary|  FixedSize1ByteAligned|        66743|             0|           47512875|          27901357|         110818|           43262364|
|  lineitem|      39|       11|   l_commitdate|          string|                 202|   Dictionary|  FixedSize1ByteAligned|        73743|             0|              65535|           7541780|         926984|            7607315|
|  lineitem|      39|       12|  l_receiptdate|          string|                  56|   Dictionary|  FixedSize1ByteAligned|        67903|             0|              65535|          12526243|         926984|            5507922|
|  lineitem|      39|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             25214|              0|              69935|
|  lineitem|      39|       14|     l_shipmode|          string|                   7|   Dictionary|  FixedSize1ByteAligned|        65943|            31|           49741065|            580548|            771|             480213|
|  lineitem|      39|       15|      l_comment|          string|               63705|   Dictionary|  FixedSize2ByteAligned|      4320043|             0|              65535|                 0|              0|              65535|
|  lineitem|      40|        0|     l_orderkey|             int|               44825|    TurboPFOR|                   NULL|       181837|             0|           90634905|           7859727|        4265402|                  0|
|  lineitem|      40|        1|      l_partkey|             int|               55865|    TurboPFOR|                   NULL|       149206|             0|          248560554|            741905|         907136|                  0|
|  lineitem|      40|        2|      l_suppkey|             int|                9990|    TurboPFOR|                   NULL|       116438|             0|           78001948|            835366|        7744250|                  0|
|  lineitem|      40|        3|   l_linenumber|             int|                   7|    TurboPFOR|                   NULL|        26326|             0|             196605|                 0|              0|                  0|
|  lineitem|      40|        4|     l_quantity|           float|                  50|   Dictionary|  FixedSize1ByteAligned|        65831|          1748|           10682205|          26323280|         599544|           11055852|
|  lineitem|      40|        5|l_extendedprice|           float|               63057|   Dictionary|  FixedSize2ByteAligned|       383394|             0|           33634753|          12446551|        3770128|           46081304|
|  lineitem|      40|        6|     l_discount|           float|                  11|   Dictionary|  FixedSize1ByteAligned|        65675|             0|          161296933|          12446551|        3761628|           46096888|
|  lineitem|      40|        7|          l_tax|           float|                   9|   Dictionary|  FixedSize1ByteAligned|        65667|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      40|        8|   l_returnflag|          string|                   2|   Dictionary|  FixedSize1ByteAligned|        65743|             0|            5898150|           2562402|              0|            5898405|
|  lineitem|      40|        9|   l_linestatus|          string|                   1|   Dictionary|  FixedSize1ByteAligned|        65703|             0|            5898150|                 0|              0|            5898150|
|  lineitem|      40|       10|     l_shipdate|          string|                  28|   Dictionary|  FixedSize1ByteAligned|        66783|             0|           39255465|           2098234|         154046|           41392579|
|  lineitem|      40|       11|   l_commitdate|          string|                 203|   Dictionary|  FixedSize1ByteAligned|        73783|             0|              65535|           7540266|         929017|            7605801|
|  lineitem|      40|       12|  l_receiptdate|          string|                  57|   Dictionary|  FixedSize1ByteAligned|        67943|             0|              65535|           5442032|         929017|            5511863|
|  lineitem|      40|       13| l_shipinstruct|          string|                   4|   Dictionary|  FixedSize1ByteAligned|        65858|             0|              65535|             25688|              0|              69935|
